chamado_1,chamado_2,label,score
13248,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.98
13248,13205,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.98
13248,13241,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.53
13247,13480,cancelamento preventivas ≈ cancelamento,82.93
13247,11849,cancelamento preventivas ≈ cancelameno preventivas,79.75
13247,12342,cancelamento preventivas ≈ cancelamento preventivas,78.9
13247,13678,cancelamento preventivas ≈ cancelamento ordens duplicidade lan,77.32
13247,13252,cancelamento preventivas ≈ cancelamento preventivas,76.52
13245,13243,your daily monitor summary feb 23 f ≈ your daily monitor summary feb 22 f,99.98
13245,13242,your daily monitor summary feb 23 f ≈ your daily monitor summary feb 21 f,99.95
13245,13261,your daily monitor summary feb 23 f ≈ your daily monitor summary feb 26 f,99.95
13245,13218,your daily monitor summary feb 23 f ≈ your daily monitor summary feb 19 f,99.91
13245,13200,your daily monitor summary feb 23 f ≈ your daily monitor summary feb 15 f,99.9
13244,13270,action required complete payment to ≈ action required complete payment to,99.82
13244,13381,action required complete payment to ≈ action required complete payment to,99.67
13244,13045,action required complete payment to ≈ action required complete payment to,99.46
13244,13085,action required complete payment to ≈ action required complete payment to,99.38
13244,13010,action required complete payment to ≈ action required complete payment to,98.25
13243,13242,your daily monitor summary feb 22 f ≈ your daily monitor summary feb 21 f,99.99
13243,13245,your daily monitor summary feb 22 f ≈ your daily monitor summary feb 23 f,99.98
13243,13261,your daily monitor summary feb 22 f ≈ your daily monitor summary feb 26 f,99.97
13243,13200,your daily monitor summary feb 22 f ≈ your daily monitor summary feb 15 f,99.92
13243,13198,your daily monitor summary feb 22 f ≈ your daily monitor summary feb 14 f,99.92
13242,13243,your daily monitor summary feb 21 f ≈ your daily monitor summary feb 22 f,99.99
13242,13261,your daily monitor summary feb 21 f ≈ your daily monitor summary feb 26 f,99.98
13242,13245,your daily monitor summary feb 21 f ≈ your daily monitor summary feb 23 f,99.95
13242,13218,your daily monitor summary feb 21 f ≈ your daily monitor summary feb 19 f,99.93
13242,13258,your daily monitor summary feb 21 f ≈ your daily monitor summary feb 25 f,99.91
13241,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.62
13241,13248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.53
13241,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.38
13241,13205,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.31
13241,13219,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.19
13196,12604,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.22
13196,12570,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.1
13196,12567,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.65
13196,12576,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.51
13196,12559,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.43
13240,13238,cancelamento preventivas ≈ cancelamento preventiva,97.03
13240,13235,cancelamento preventivas ≈ cancelamento preventivas,92.21
13240,13546,cancelamento preventivas ≈ cancelamento preventiva duplicada,89.2
13240,11705,cancelamento preventivas ≈ cancelamento preventivas,87.4
13240,12701,cancelamento preventivas ≈ cancelamento preventiva,87.02
13239,13193,your weekly monitor summary feb 14  ≈ your weekly monitor summary feb 7 f,99.8
13239,11676,your weekly monitor summary feb 14  ≈ your weekly monitor summary may 22 ,99.09
13239,11820,your weekly monitor summary feb 14  ≈ your weekly monitor summary jun 11 ,99.08
13239,13200,your weekly monitor summary feb 14  ≈ your daily monitor summary feb 15 f,95.79
13239,13198,your weekly monitor summary feb 14  ≈ your daily monitor summary feb 14 f,95.78
13238,13240,cancelamento preventiva ≈ cancelamento preventivas,97.03
13238,13235,cancelamento preventiva ≈ cancelamento preventivas,94.15
13238,13546,cancelamento preventiva ≈ cancelamento preventiva duplicada,93.05
13238,11705,cancelamento preventiva ≈ cancelamento preventivas,86.95
13238,12100,cancelamento preventiva ≈ cancelamento preventiva,86.89
13237,13267,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.59
13237,13233,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.19
13237,12717,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.08
13237,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.06
13237,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.92
13236,13229,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.99
13236,12716,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.31
13236,12670,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.05
13236,13232,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.94
13236,13234,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.48
13235,13238,cancelamento preventivas ≈ cancelamento preventiva,94.15
13235,13546,cancelamento preventivas ≈ cancelamento preventiva duplicada,92.29
13235,13240,cancelamento preventivas ≈ cancelamento preventivas,92.21
13235,12318,cancelamento preventivas ≈ cancelamento preventivas,88.16
13235,11705,cancelamento preventivas ≈ cancelamento preventivas,87.86
13234,13229,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.23
13234,12716,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.55
13234,13236,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.48
13234,12670,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.39
13234,13232,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.25
13233,12717,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.96
13233,12671,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.62
13233,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.56
13233,12587,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.53
13233,12754,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.49
13232,12670,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.8
13232,12716,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.47
13232,13223,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.41
13232,13229,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.08
13232,12680,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.03
13231,13219,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.61
13231,13248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.56
13231,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.35
13231,13205,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.12
13231,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.01
13230,12812,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.0
13230,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.78
13230,12717,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.64
13230,12587,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.52
13230,12195,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.28
13229,13236,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.99
13229,12716,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.88
13229,13234,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.23
13229,13232,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.08
13229,12670,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,96.97
13228,13746,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.35
13228,13584,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.3
13228,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.22
13228,12040,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.18
13228,12692,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.14
13227,13219,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.3
13227,13205,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.21
13227,12777,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.04
13227,13248,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.98
13227,13241,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.38
13226,12725,cancelamento ordem servico unidade  ≈ cancelamento ordem araguacu,91.76
13226,11897,cancelamento ordem servico unidade  ≈ cancelamento ordem araguacu,90.74
13226,13678,cancelamento ordem servico unidade  ≈ cancelamento ordens duplicidade lan,90.61
13226,11981,cancelamento ordem servico unidade  ≈ cancelamento ordens preventivas,89.38
13226,12318,cancelamento ordem servico unidade  ≈ cancelamento preventivas,85.84
13225,12616,transferencia ordens servico unidad ≈ permissao acesso colaborador unidad,78.79
13225,13020,transferencia ordens servico unidad ≈ planilhas composicoes saude educaca,76.42
13225,12740,transferencia ordens servico unidad ≈ construtora porto sa,75.44
13225,13260,transferencia ordens servico unidad ≈ cadastro funcionario,75.41
13225,12670,transferencia ordens servico unidad ≈ demissao colaborador indenizadoterm,75.34
13195,12792,fwd solicitacao acesso ≈ cadastro usuarios point service,79.34
13195,12919,fwd solicitacao acesso ≈ cadastro usuario point service,76.11
13195,12920,fwd solicitacao acesso ≈ cadastro usuario point service,76.11
13195,13221,fwd solicitacao acesso ≈ demissao colaborador aviso previo t,75.15
13195,12415,fwd solicitacao acesso ≈ solicitacao acesso,75.07
13224,12717,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.88
13224,13746,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.84
13224,13233,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.82
13224,12952,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.72
13224,12692,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.63
13223,12670,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.98
13223,12680,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.75
13223,12811,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.67
13223,12716,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.63
13223,12753,demissao colaborador indenizadoterm ≈ demissao colaborador indenizadoterm,97.43
13222,13220,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.23
13222,12766,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.18
13222,13221,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,91.84
13222,12685,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.42
13222,11682,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.08
13221,13222,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,91.84
13221,12766,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,90.22
13221,13220,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,88.94
13221,12423,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,85.9
13221,12763,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,85.42
13220,13222,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.23
13220,11682,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,89.39
13220,13221,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,88.94
13220,12766,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,88.44
13220,12685,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,87.76
13219,13227,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.3
